Age,Gender,Race,Featurs
26,0,0,264.230895310979
26,0,0,250.26065317665993
26,0,0,237.16349585265027
26,0,0,242.82041759996366
26,0,0,230.65957026223887
26,0,0,242.5375136162083
26,0,0,255.4534384663392
26,0,0,246.48519453400706
26,0,0,259.31088410671725
26,0,0,241.65327469608755
26,0,0,214.01261401516015
26,0,0,225.00216017048206
26,0,0,243.39920535207517
26,0,0,244.66968662304643
26,0,0,260.73703394756546
26,0,0,260.89778308731786
26,0,0,225.8736696698498
26,0,0,246.89800100237093
26,0,0,230.6792973607437
26,0,0,238.78420527374453
26,0,0,256.9398070607395
26,0,0,213.57007172072815
26,0,0,244.59300283720262
26,0,0,230.66959686638864
26,0,0,246.7613481213636
26,0,0,248.5682634472563
26,0,0,223.55034988593218
26,0,0,236.8868793711742
26,0,0,250.4939189075592
26,0,0,207.21858545798568
26,0,0,216.24445819517393
26,0,0,235.6402278956602
26,0,0,243.52969542817226
26,0,0,202.65723376259362
26,0,0,187.93250354242525
26,0,0,240.75537287901238
26,0,0,221.84884262678986
26,0,0,226.17767495711294
26,0,0,243.07640796058175
26,0,0,225.69285045731635
26,0,0,208.00415425999603
26,0,0,238.56742391785662
26,0,0,252.45370496052232
26,0,0,212.00735191011924
26,0,0,257.07959156333555
26,0,0,227.92505994416365
26,0,0,237.21462707138036
26,0,0,235.1583805554626
26,0,0,239.31474192253356
26,0,0,218.92602650574102
26,0,0,259.90512874037165
26,0,0,242.1552975619748
26,0,0,219.6014185717983
26,0,0,196.74410047066607
26,0,0,205.8647569742833
26,0,0,217.26263631606437
26,0,0,218.8612405936637
26,0,0,229.3756275675343
26,0,0,239.2298358531539
26,0,0,240.42783573148154
26,0,0,241.10100921302302
26,0,0,241.93407028825163
26,0,0,229.5895754623544
26,0,0,222.81406874920057
26,0,0,245.58766452692845
26,0,0,228.42791559657908
26,0,0,219.0478940675437
26,0,0,219.98138082077017
26,0,0,220.97245255971188
26,0,0,251.97218785983256
26,0,0,228.37677503433795
26,0,0,241.89490252625944
26,0,0,243.03113783275424
26,0,0,221.89720198438292
26,0,0,240.6754833725987
26,0,0,173.1843077688194
26,0,0,219.5107190978634
26,0,0,226.65554248660095
26,0,0,233.2657559494321
26,0,0,243.80311321640858
26,0,0,250.87657386954007
26,0,0,257.9896743367063
26,0,0,212.0127387704204
26,0,0,196.05868154492015
26,0,0,241.92464643472255
26,0,0,256.23020946754474
26,0,0,252.3090393510066
26,0,0,251.43650682024332
26,0,0,252.46310059270655
26,0,0,215.88580892665175
26,0,0,241.6905021499246
26,0,0,211.74065375281833
26,0,0,239.1826824192186
26,0,0,232.2497780086398
26,0,1,248.04958109281594
26,0,1,233.1868310513484
26,0,1,246.31638371537582
26,0,1,229.022516655814
26,0,1,216.71640866044217
26,0,1,242.10924312222824
26,0,1,241.04744255412396
26,0,1,231.24872951057304
26,0,1,233.28063210354287
26,0,1,221.76950461693104
26,0,1,199.03103958365577
26,0,1,249.22003244589845
26,0,1,230.61576230611718
26,0,1,227.26512527701394
26,0,1,220.45373996391766
26,0,1,238.95437367645988
26,0,1,236.0487165844201
26,0,1,223.85332041795556
26,0,1,251.97704955450513
26,0,1,245.0288020392751
26,0,1,233.02821698506602
26,0,1,258.53263096766
26,0,1,217.2088150099029
26,0,1,250.5955679168898
26,0,1,242.37312256026968
26,0,1,237.3891854418521
26,0,1,216.24715300938334
26,0,1,210.57993880468035
26,0,1,208.38198390976933
26,0,1,241.803265266714
26,0,1,240.52490640557698
26,0,1,229.28633850361533
26,0,1,222.03039049046737
26,0,1,232.49380492612136
26,0,1,192.21149270954726
26,0,1,248.5202849251228
26,0,1,233.30148908553724
26,0,1,203.96542230420584
26,0,1,254.93151935315163
26,0,1,240.20945848677587
26,0,1,238.69757016896799
26,0,1,227.73628658734344
26,0,1,217.6868966659904
26,0,1,244.1118577705892
26,0,1,244.2731166078562
26,0,1,201.44826974912056
26,0,1,234.09218415544223
26,0,1,247.24506964012448
26,0,1,232.4383881937586
26,0,1,226.09341551361382
26,0,1,248.44740618620213
26,0,1,234.91913511468533
26,0,1,207.06175932819252
26,0,1,212.264784568001
26,0,1,262.16289011618426
26,0,1,247.33283876006652
26,0,1,209.14801930966212
26,0,1,237.75732980307242
26,0,1,243.49715808611785
26,0,1,222.84927626453367
26,0,1,248.73713879354997
26,0,1,200.48287124370478
26,0,1,220.70019482159236
26,0,1,221.46779163592709
26,0,1,252.7791119058729
26,0,1,241.55464463143426
26,0,1,243.30113620752746
26,0,1,251.5504148280332
26,0,1,221.31197748365244
26,0,1,205.30872775661862
26,0,1,249.89689216664553
26,0,1,230.93148266325298
26,0,1,240.37813320424405
26,0,1,240.74678980264193
26,0,1,201.67212440033074
26,0,1,237.76651683429426
26,0,1,231.53818990205016
26,0,1,233.66558789832726
26,0,1,220.79097822607508
26,0,1,193.89676968223293
26,0,1,229.84853083702612
26,0,1,211.79117889566584
26,0,1,251.86633436276884
26,0,1,208.85487792752693
26,0,1,206.26485589018142
26,0,1,261.37927870433055
26,0,1,238.24833215352737
26,0,1,229.55019820029193
26,0,1,261.5494947332328
26,0,1,258.22125681644707
26,0,1,214.9901693775276
26,0,1,229.54847853849537
26,0,1,203.82560953055324
26,0,1,191.76111808405682
26,0,1,220.84988768431904
26,0,1,208.6414566972899
26,0,1,243.08440754829914
26,0,1,243.51662360967674
26,0,1,217.658010848673
26,0,1,201.38320740506452
26,0,1,206.80198183107174
26,0,1,242.5379367359436
26,0,1,236.31757215231215
26,0,1,232.38957433547165
26,0,1,216.7479157362204
26,0,1,198.96984080473413
26,0,1,229.82407494494134
26,0,1,225.99887190446958
26,0,1,196.90388304220568
26,0,1,225.29099461142954
26,0,1,245.2290203811309
26,0,1,232.2153972414516
26,0,1,244.2056379313525
26,0,1,234.83124923446593
26,0,1,259.4256425532109
26,0,1,222.57419598524854
26,0,1,240.37505860862666
26,0,1,192.54994094801668
26,0,1,244.5840025898088
26,0,1,231.00408070305213
26,0,1,247.3421340304285
26,0,1,227.66012677919974
26,0,1,194.22739437297867
26,0,1,245.05899945689825
26,0,1,264.60624836103307
26,0,1,206.02932748679302
26,0,1,235.3343413454756
26,0,1,219.1413791214079
26,0,1,252.5715632171685
26,0,1,213.56339928602483
26,0,1,210.80974916370835
26,0,1,243.7183740542045
26,0,1,257.29607645817407
26,0,1,184.94533086752438
26,0,1,160.76657106402126
26,0,1,201.62029556645297
26,0,1,247.59081380942789
26,0,1,241.04466719806896
26,0,1,231.76814541946425
26,0,1,267.10042729968353
26,0,1,251.43361821399583
26,0,1,233.04598530237803
26,0,1,187.7640884322588
26,0,1,271.9928990656445
26,0,1,240.7156683482683
26,0,1,238.54364725312996
26,0,1,258.4885904778854
26,0,1,242.120683968316
26,0,1,216.72762499207414
26,0,1,254.45822643561073
26,0,1,245.54267870133026
26,0,1,244.27820777353415
26,0,1,192.79644733898877
26,0,1,221.44835600143824
26,0,1,195.35713871914305
26,0,1,244.3358573321466
26,0,1,223.8277373671994
26,0,1,222.96194709638397
26,0,1,252.55780469418673
26,0,1,185.6973453184506
26,0,1,244.67574217387738
26,0,1,235.78023448249698
26,0,1,214.95131171179744
26,0,1,241.69012451614716
26,0,1,254.61312598852814
26,0,1,230.34988135480685
26,0,1,243.61628155474511
26,0,1,252.77774618916735
26,0,1,215.98950921100234
26,0,1,177.34521296228166
26,0,1,238.5946547680087
26,0,1,236.7738187775563
26,0,1,241.46714257837664
26,0,1,232.46810748563576
26,0,1,200.0530733518623
26,0,1,220.33339925558744
26,0,1,257.48590343891055
26,0,1,218.43560318497592
26,0,1,220.46302636138185
26,0,1,239.1485853999052
26,0,1,232.76848536824969
26,0,1,245.08499421203612
26,0,1,244.27192512104315
26,0,1,226.57768086812106
26,0,1,253.54640615776577
26,0,1,225.960094653511
26,0,1,240.1796683621437
26,0,1,225.37369920160774
26,0,1,255.1545046549121
26,0,1,227.1660548394717
26,0,1,238.55615532518766
26,0,1,233.37360808922574
26,0,1,221.4199006197286
26,0,1,234.90884775495334
26,0,1,229.51375077606622
26,0,1,191.10722434460365
26,0,1,226.06370943726162
26,0,1,205.1154315934579
26,0,1,224.31739987337494
26,0,1,239.53587344411005
26,0,1,233.7758504813316
26,0,1,227.52521295991664
26,0,1,207.56241595261292
26,0,1,212.45236855888425
26,0,1,243.58537913152065
26,0,1,243.62488794510506
26,0,1,211.52143216773814
26,0,1,246.34749511512229
26,0,1,237.22489880406596
26,0,1,237.1070223615655
26,0,1,231.01983069865344
26,0,1,226.8395746158538
26,0,1,227.80009848529158
26,0,1,251.75786062268986
26,0,1,213.9409014326036
26,0,1,240.31191221091066
26,0,1,221.9763629145192
26,0,1,214.1678604452054
26,0,1,233.8556921653993
26,0,1,202.76262192252568
26,0,1,191.6445656873849
26,0,1,250.94362461099013
26,0,1,253.79347652475067
26,0,1,233.26862118823314
26,0,1,223.43249792992145
26,0,1,234.01731541302718
26,0,1,206.35321388653082
26,0,1,215.92836550405792
26,0,1,238.68515969290664
26,0,1,215.9331885444526
26,0,1,200.63146983983268
26,0,1,235.83159709425797
26,0,1,224.8265233544608
26,0,1,231.64249047089828
26,0,1,242.10493369502427
26,0,1,254.9064998043935
26,0,1,237.05079877111314
26,0,1,248.46386306563994
26,0,1,251.83717459004345
26,0,1,182.59166596465764
26,0,1,258.82276764115716
26,0,1,249.12398903907177
26,0,1,242.99551540420336
26,0,1,237.47634006483764
26,0,1,229.41614950159664
26,0,1,259.62339777503075
26,0,1,219.4203422956771
26,0,1,234.52744607558833
26,0,1,243.71108450245276
26,0,1,229.28302051923737
26,0,1,221.30760857434768
26,0,1,231.44848543903532
26,0,1,270.24767043480153
26,0,1,185.9620799522372
26,0,1,242.5815253157046
26,0,1,217.3359530861896
26,0,1,219.7635258827002
26,0,1,233.30118977062904
26,0,1,206.68334978256067
26,0,2,214.0918012830941
26,0,2,183.63975114792785
26,0,2,238.92389867254687
26,0,2,226.1820822119733
26,0,2,223.23883606230203
26,0,2,215.17254609099166
26,0,2,239.33219381643545
26,0,2,233.7047847484387
26,0,2,259.07183095381265
26,0,2,238.34039107215813
26,0,2,253.95660555193683
26,0,2,243.22522056856593
26,0,2,253.34044921325784
26,0,2,239.27255715819456
26,0,2,251.71195473727926
26,0,2,230.39219739179097
26,0,2,209.99420817384475
26,0,2,254.06400838072747
26,0,2,222.8784500420589
26,0,2,216.7924729091309
26,0,2,254.04163632534312
26,0,2,218.70379558945265
26,0,2,241.7126836611683
26,0,2,232.13547436363592
26,0,2,228.92881100098543
26,0,2,239.33219381643545
26,0,2,239.27255715819456
26,0,2,251.71195473727926
26,0,2,218.70379558945265
26,0,2,242.1384721879283
26,0,2,243.31353385912774
26,0,2,252.62019260483032
26,0,2,245.3714572055156
26,0,2,184.4969155525252
26,0,2,227.70504431001947
26,0,2,243.25662689114677
26,0,2,225.38408743719805
26,0,2,244.62563078143916
26,0,2,238.9004681525969
26,0,2,247.64659602932716
26,0,2,232.94677820614157
26,0,2,193.61611283397204
26,0,2,223.34258824466116
26,0,2,221.25924486420752
26,0,2,235.83986047930478
26,0,2,240.14370432015807
26,0,2,212.94399941921338
26,0,2,217.3323338534973
26,0,2,251.78312365068228
26,0,2,237.14108166925377
26,0,2,208.3104638135688
26,0,2,191.31284140668652
26,0,2,244.2595548313062
26,0,2,236.2863054621553
26,0,2,248.47299515044992
26,0,2,234.21743998504354
26,0,2,209.54226599236029
26,0,2,234.89639801613345
26,0,2,235.60510654012762
26,0,2,195.6525305382172
26,0,2,252.69862593433643
26,0,2,222.87508764915523
26,0,2,220.61451277525043
26,0,2,188.88487535645646
26,0,2,232.22802867207838
26,0,2,206.77080871238283
26,0,2,224.47601826328656
26,0,2,209.06462822629828
26,0,2,247.98266231214092
26,0,2,242.11579603579793
26,0,2,251.05041864028243
26,0,2,252.78747655124215
26,0,2,222.65991877846045
26,0,2,234.86642348642704
26,0,2,226.54602453959419
26,0,2,258.15781963852476
26,0,2,226.61952203430226
26,0,2,256.85942348436805
26,0,2,212.35851626650128
26,0,2,189.15543834999454
26,0,2,217.47856054690112
26,0,2,239.93247821331803
26,0,2,233.42658416640893
26,0,2,238.68879987958377
26,0,2,257.48944590583216
26,0,2,272.43555834457
26,0,2,260.36693287843934
26,0,2,202.0417439916351
26,0,2,229.33255021280866
26,0,2,254.17025575680987
26,0,2,246.70046407189224
26,0,2,235.19913783251738
26,0,2,240.90760377678393
26,0,2,245.32011132934818
26,0,2,217.91355508762405
26,0,3,232.05127463487628
26,0,3,206.18506853465368
26,0,3,215.20503289181784
26,0,3,252.33106846793447
26,0,3,233.46334752385468
26,0,3,242.29126929102085
26,0,3,228.93610628482506
26,0,3,232.42911556163062
26,0,3,220.09451920691862
26,0,3,227.92010686705072
26,0,3,279.05663842122124
26,0,3,214.9874564038168
26,0,3,250.42830364716235
26,0,3,243.92274873019528
26,0,3,194.16961066545252
26,0,3,235.2885348567283
26,0,3,242.33600325315555
26,0,3,251.1259471769515
26,0,3,272.572476818411
26,0,3,217.7654962343524
26,0,3,241.0099121756125
26,0,3,239.01283106243346
26,0,3,246.31800208365388
26,0,3,239.30052452670193
26,0,3,252.94475245050123
26,0,3,254.0801649453531
26,0,3,220.96010861946095
26,0,3,236.98260194107328
26,0,3,215.76932720114868
26,0,3,234.79776119656674
26,0,3,227.30812704612754
26,0,3,248.66936423738332
26,0,3,224.25381728635404
26,0,3,210.5270810845994
26,0,3,238.2148813360048
26,0,3,254.96836452148494
26,0,4,215.6417174487072
26,0,4,238.56123564062074
26,0,4,240.91209567220437
26,0,4,235.77231481623772
26,0,4,256.0071553073193
26,0,4,203.14317141137977
26,0,4,245.84318817216092
26,0,4,239.47857232824484
26,0,4,203.99432232172717
26,0,4,223.0799114369112
26,0,4,261.4571878530669
26,0,4,216.74351308843654
26,0,4,221.2832542219016
26,0,4,245.94355942677225
26,0,4,212.64222762005238
26,0,4,252.452691711888
26,0,4,193.30235034273247
26,0,4,240.10300353231588
26,0,4,224.00887350842044
26,0,4,243.21211426328114
26,0,4,210.4441696415654
26,0,4,233.0990274757192
26,0,4,252.81099131055254
26,0,4,254.80817295772584
26,0,4,228.51111227641871
26,0,4,246.0736599770256
26,0,4,246.41777815980404
26,0,4,237.9195455153517
26,0,4,255.38536063741023
26,0,4,250.74360164466376
26,0,4,229.21756101771393
26,0,4,251.52944062556793
26,0,4,205.81129856320626
26,0,4,235.27589421824592
26,0,4,253.93541473734143
26,0,4,215.8297386832249
26,0,4,242.73371962175045
26,0,4,213.70721109906364
26,0,4,225.20494106681298
26,0,4,202.78813679050012
26,0,4,170.05006305098937
26,0,4,224.7726380999939
26,0,4,231.46656408510353
26,0,4,231.4800423542806
26,0,4,181.34700829036663
26,0,4,239.45422666140183
26,0,4,208.33746386305035
26,0,4,199.48394126096247
26,0,4,243.7789143421116
26,0,4,217.58012306276316
26,0,4,249.6458510687056
26,0,4,237.8817038612848
26,0,4,242.3257973519339
26,0,4,209.0426059154995
26,0,4,251.42621931057542
26,1,0,256.2564791624616
26,1,0,252.1984042770316
26,1,0,232.20467484710974
26,1,0,237.11146167077635
26,1,0,236.63564873779768
26,1,0,226.72042252360924
26,1,0,217.66291506947346
26,1,0,248.3441396650436
26,1,0,217.89573743240902
26,1,0,259.45380000705455
26,1,0,229.509540295377
26,1,0,230.4948954033889
26,1,0,227.530312811667
26,1,0,243.3105038213495
26,1,0,239.4624639236215
26,1,0,270.5662099674131
26,1,0,241.74409676825513
26,1,0,229.0508181037066
26,1,0,222.05854681564657
26,1,0,236.28862869336453
26,1,0,239.26870981370786
26,1,0,243.8337813033243
26,1,0,244.95445416741876
26,1,0,251.34516442740698
26,1,0,187.45893376147785
26,1,0,254.95639808564601
26,1,0,238.54463807371803
26,1,0,228.09734759770203
26,1,0,231.7756614320806
26,1,0,215.09506790638835
26,1,0,227.32286840941498
26,1,0,215.09506790638835
26,1,0,246.29172221139245
26,1,0,261.4007527380637
26,1,0,202.3251048429015
26,1,0,224.03968754810862
26,1,0,254.649911158529
26,1,0,243.32431123822056
26,1,0,230.33188393338725
26,1,0,230.54875279192427
26,1,0,233.75781704172186
26,1,0,236.71061191925827
26,1,0,239.55459814667444
26,1,0,220.878521911951
26,1,0,251.55120239071144
26,1,0,245.93755622699442
26,1,0,195.52678418689138
26,1,0,220.1723429590333
26,1,0,233.0022467980882
26,1,0,249.63159090121292
26,1,0,221.99459473347832
26,1,0,235.74907369623705
26,1,0,224.30526332455543
26,1,0,231.2142032600439
26,1,0,181.09291157564334
26,1,0,251.71534267981062
26,1,0,266.57447238044074
26,1,0,181.37080992973733
26,1,0,214.88939008945854
26,1,0,235.0620973493282
26,1,0,237.12564737806105
26,1,0,235.43070324509216
26,1,0,221.11376070498886
26,1,0,232.48874076624912
26,1,0,243.7088906669695
26,1,0,236.89920157720093
26,1,0,227.17494372962005
26,1,0,264.7359385246997
26,1,0,241.75961159961832
26,1,0,259.45991191200994
26,1,0,229.91198359883447
26,1,0,220.38977514236137
26,1,0,241.151123734033
26,1,0,244.69842945760234
26,1,0,219.55919578589663
26,1,0,208.20098681764097
26,1,0,249.0511255259999
26,1,0,211.57771815735913
26,1,0,237.3416235808479
26,1,0,210.63233196672928
26,1,0,243.84889478632152
26,1,0,207.20420808586772
26,1,0,228.4182157615599
26,1,0,261.568107071226
26,1,0,274.42966133495065
26,1,0,249.2171080484051
26,1,0,219.65668998885315
26,1,0,232.89861807647463
26,1,0,237.1723015660562
26,1,0,250.91660680985467
26,1,0,227.4608871793354
26,1,0,225.55666460403424
26,1,0,231.67643294900427
26,1,0,235.7300880204791
26,1,0,248.16735803701118
26,1,0,271.18559455092
26,1,0,238.47301556906575
26,1,0,241.78699908374074
26,1,0,261.45156711169824
26,1,0,255.10854039718453
26,1,0,230.7214717757246
26,1,0,212.4810872254667
26,1,0,223.55399155972952
26,1,0,242.0769807831854
26,1,0,222.47476836098346
26,1,0,235.84877582980153
26,1,0,250.26065317665993
26,1,0,237.933509949032
26,1,0,237.2742003655738
26,1,0,216.31560187851338
26,1,0,249.88879155424314
26,1,0,222.12704652025872
26,1,0,230.96368233001442
26,1,0,240.29714889279518
26,1,0,234.07406334125469
26,1,0,235.81469322202645
26,1,0,249.91551830452323
26,1,0,242.0408034146506
26,1,0,276.84043537635273
26,1,0,235.73577082803527
26,1,0,259.00199471814454
26,1,0,207.10757382051494
26,1,0,212.53749707663906
26,1,0,254.89344619464958
26,1,0,196.26167292053358
26,1,0,239.51747789652094
26,1,0,240.44535427054987
26,1,0,236.48665740104013
26,1,0,217.50801447260125
26,1,0,243.59443769298068
26,1,0,244.47778989197354
26,1,0,204.74970428274992
26,1,0,255.26097232935035
26,1,0,253.96559790765636
26,1,0,217.69678266554996
26,1,0,251.22314557652737
26,1,0,192.98538708494937
26,1,0,233.44061139631864
26,1,0,209.0706595394102
26,1,0,241.41031163936717
26,1,0,206.74304260837096
26,1,0,249.3591026065344
26,1,0,194.0272933436046
26,1,0,206.904548256031
26,1,0,220.70771817360284
26,1,0,237.05612727352076
26,1,0,232.83281821389787
26,1,0,227.92476246971296
26,1,0,248.25973296668067
26,1,0,229.0782270104498
26,1,0,202.52885192872907
26,1,0,231.64268574394825
26,1,0,228.55172491396826
26,1,0,242.76670919204702
26,1,0,224.82692860956533
26,1,0,228.20791045393747
26,1,0,243.72805959674207
26,1,0,219.42537540222318
26,1,0,223.31541017218177
26,1,0,210.17762215454283
26,1,0,218.07807244142
26,1,0,254.73458122567348
26,1,0,232.63436377809248
26,1,0,236.9934162903948
26,1,0,238.1776384588232
26,1,0,248.79708793529016
26,1,0,250.17687978410493
26,1,0,223.2363063031118
26,1,0,226.73770769171296
26,1,0,258.5632232125245
26,1,0,242.33954698768144
26,1,0,253.36077515887413
26,1,0,220.739759598918
26,1,0,215.88580892665175
26,1,0,234.63658202601124
26,1,0,232.7556379156792
26,1,0,218.95047199491543
26,1,0,260.122776239562
26,1,0,238.35903211923107
26,1,0,211.63287696073206
26,1,0,239.1826824192186
26,1,0,212.50441970139315
26,1,0,234.32527602595042
26,1,0,230.64682451140038
26,1,0,249.97718123779921
26,1,0,202.9378696956989
26,1,0,223.0626210631598
26,1,0,235.47144779747157
26,1,0,230.95628701583735
26,1,0,251.21866931446368
26,1,0,257.7725983015462
26,1,0,233.21997158916088
26,1,0,229.19407448229936
26,1,0,256.93701381674504
26,1,0,259.55445989966086
26,1,0,235.89512814308392
26,1,0,250.5104259620152
26,1,0,264.0747694944166
26,1,0,183.04399187372854
26,1,0,212.5552391203571
26,1,1,236.65477663623238
26,1,1,249.12202954562872
26,1,1,235.2924148618552
26,1,1,233.93311574859814
26,1,1,240.42219154874516
26,1,1,251.63685272405314
26,1,1,220.6736292092611
26,1,1,244.1545510289866
26,1,1,270.6295278778201
26,1,1,242.19775758709412
26,1,1,251.86590149865154
26,1,1,275.5495211796715
26,1,1,216.6098951147124
26,1,1,259.8015777765249
26,1,1,249.47289245134994
26,1,1,244.4627173480396
26,1,1,202.5028004572182
26,1,1,226.73066256416135
26,1,1,225.90045954233864
26,1,1,219.88254506606592
26,1,1,190.81549151833931
26,1,1,227.86710101638437
26,1,1,216.15508571158313
26,1,1,261.76327052125856
26,1,1,254.48007979045025
26,1,1,234.91238567184962
26,1,1,205.7785860179406
26,1,1,247.0067850600565
26,1,1,228.3107786826924
26,1,1,242.12135567144364
26,1,1,258.4936832629487
26,1,1,217.96112725726988
26,1,1,250.0295845404781
26,1,1,246.66845917694536
26,1,1,223.38038354222005
26,1,1,224.59829179266552
26,1,1,240.40627103343047
26,1,1,205.9245339721508
26,1,1,217.7962906560515
26,1,1,235.59309921197757
26,1,1,239.51520417493387
26,1,1,216.48568043392405
26,1,1,222.56390408326158
26,1,1,236.6992463047148
26,1,1,259.7850310728578
26,1,1,251.4541360743627
26,1,1,206.95057425762417
26,1,1,232.36837684173364
26,1,1,245.6260110083781
26,1,1,230.5746012128041
26,1,1,235.48366456388575
26,1,1,237.1239645570334
26,1,1,248.82036372400185
26,1,1,254.48862308127815
26,1,1,240.78372432887028
26,1,1,234.47999026734226
26,1,1,241.81762647777379
26,1,1,247.9512209512779
26,1,1,241.33790780942095
26,1,1,231.5819613737085
26,1,1,196.90900611507897
26,1,1,251.65916345874217
26,1,1,230.02764907307034
26,1,1,230.487695635897
26,1,1,246.86303722685196
26,1,1,222.61280647526885
26,1,1,226.01022714820095
26,1,1,207.3967414055378
26,1,1,238.65116154499418
26,1,1,256.8613227479659
26,1,1,241.14423504851027
26,1,1,225.77962079558233
26,1,1,234.6938627173198
26,1,1,202.81717905664914
26,1,1,198.85125264005313
26,1,1,219.23470880620042
26,1,1,217.7067703442649
26,1,1,214.88917431536038
26,1,1,237.47711347878482
26,1,1,238.60187830158873
26,1,1,259.37426718537597
26,1,1,247.12275247728
26,1,1,254.4862343672292
26,1,1,224.47220381916543
26,1,1,241.95562963556836
26,1,1,245.78042615094455
26,1,1,254.10831055156729
26,1,1,259.73775208484557
26,1,1,215.46599737096463
26,1,1,222.1946365737467
26,1,1,238.28458414237025
26,1,1,241.3158631857047
26,1,1,222.1713878293985
26,1,1,192.05854605917125
26,1,1,225.47809391171376
26,1,1,214.14249714742994
26,1,1,264.6548698017316
26,1,1,235.3221948161628
26,1,1,247.1566213720693
26,1,1,211.64819148506663
26,1,1,247.9843759773338
26,1,1,242.90660891995154
26,1,1,219.25424050583285
26,1,1,241.0131130061993
26,1,1,228.82324873347272
26,1,1,243.43215366579827
26,1,1,251.83054536088412
26,1,1,262.02634989114745
26,1,1,236.7247004524387
26,1,1,228.07743230692074
26,1,1,252.75178000039048
26,1,1,255.92271141893008
26,1,1,224.05120403344802
26,1,1,240.40627103343047
26,1,1,223.59952151019598
26,1,1,238.8769754616717
26,1,1,176.7476044252731
26,1,1,245.00362915127613
26,1,1,233.5260218656922
26,1,1,253.88591347731577
26,1,1,222.5928678707341
26,1,1,232.68794623982285
26,1,1,224.41712510307877
26,1,1,184.50002857214668
26,1,1,218.75270526648586
26,1,1,245.8131479014701
26,1,1,248.87766966567148
26,1,1,260.41291163607053
26,1,1,216.9484577455611
26,1,1,236.24895440349383
26,1,1,235.834785268984
26,1,1,216.33012182117199
26,1,1,233.87115380422847
26,1,1,233.61659365663917
26,1,1,237.9661718368187
26,1,1,237.97842300307414
26,1,1,232.29438404362395
26,1,1,238.562855738579
26,1,1,252.21940730544148
26,1,1,228.36279678834245
26,1,1,237.83096394156854
26,1,1,266.04582921280735
26,1,1,240.27929709580866
26,1,1,223.98977645165397
26,1,1,227.37284299441146
26,1,1,271.73645085886085
26,1,1,232.52863868511628
26,1,1,243.8945520565951
26,1,1,242.5083663566145
26,1,1,210.77019665797792
26,1,1,248.6640861378839
26,1,1,244.43119348254174
26,1,1,256.87824151195235
26,1,1,251.51924258793326
26,1,1,244.43618475847884
26,1,1,268.3703329989909
26,1,1,232.1746366915765
26,1,1,226.08685123989983
26,1,1,254.45600466135474
26,1,1,255.60124185687926
26,1,1,231.01534830225728
26,1,1,226.55841645632438
26,1,1,241.97360885866112
26,1,1,247.81236683221314
26,1,1,227.93410681597652
26,1,1,232.17440073415437
26,1,1,231.15138887401358
26,1,1,216.91787955020357
26,1,1,235.34572512691156
26,1,1,245.82120127938663
26,1,1,225.0891707880006
26,1,1,267.0476655468583
26,1,1,248.72176581443736
26,1,1,234.05093094938138
26,1,1,247.82149649125842
26,1,1,256.2349526441174
26,1,1,248.6640861378839
26,1,1,244.43119348254174
26,1,1,269.1298481260369
26,1,1,245.6780932239702
26,1,1,268.3703329989909
26,1,1,242.20670343330931
26,1,1,251.51924258793326
26,1,1,241.08912114184827
26,1,1,265.0178506286127
26,1,1,231.90347780655213
26,1,1,256.72085303032225
26,1,1,263.3758175124583
26,1,1,252.55732923560413
26,1,1,254.11330629091017
26,1,1,227.93410681597652
26,1,1,229.13363987705026
26,1,1,248.72176581443736
26,1,1,250.19617692505648
26,1,1,239.81416031797005
26,1,1,248.31283364243524
26,1,1,259.832114227332
26,1,1,214.63422090092158
26,1,1,198.2573038207135
26,1,1,231.7762874646368
26,1,1,243.9684226104852
26,1,1,247.98709733247767
26,1,1,241.5713621087877
26,1,1,238.84267468979743
26,1,1,244.94517396449157
26,1,1,234.8819304796889
26,1,1,208.37446944275078
26,1,1,219.17062825959812
26,1,1,231.1636092826517
26,1,1,214.63422090092158
26,1,1,235.09534652760485
26,1,1,220.1694882290244
26,1,1,216.20150526818463
26,1,1,242.5675210153201
26,1,1,206.9987207794
26,1,1,263.1544612407287
26,1,1,226.55527865494088
26,1,1,260.0371973989372
26,1,1,230.54510270282526
26,1,1,184.25626241488163
26,1,1,233.27607062793737
26,1,1,236.13649716862733
26,1,1,253.21165654171585
26,1,1,247.87485203808683
26,1,1,242.0176601627962
26,1,1,242.70619713986525
26,1,1,237.5519932779842
26,1,1,197.94425035464948
26,1,1,233.17430664159042
26,1,1,224.88763908133745
26,1,1,243.88247175334664
26,1,1,231.7333864212785
26,1,1,233.82691989496644
26,1,1,212.38520154118223
26,1,1,242.39238760940873
26,1,1,252.1128515206917
26,1,1,202.86520141719132
26,1,1,240.0983544895367
26,1,1,249.59558548012922
26,1,1,239.49461324925727
26,1,1,234.41287582015968
26,1,1,228.1810846616962
26,1,1,246.66845917694536
26,1,1,225.688568598382
26,1,1,240.40627103343047
26,1,1,245.57767090076385
26,1,1,261.9824137534161
26,1,1,219.2463579499739
26,1,1,238.40959660991157
26,1,1,250.91247060716807
26,1,1,246.66845917694536
26,1,1,251.83258607548333
26,1,1,196.19000061621102
26,1,1,245.0945167167049
26,1,1,233.0637587074787
26,1,1,245.8327443008165
26,1,1,197.17553600248291
26,1,1,259.5406386442593
26,1,1,261.97744839960677
26,1,1,210.02775595922617
26,1,1,257.95940153201
26,1,1,236.7133156771359
